Date,Open,High,Low,Close,Volume,Symbol
2024-06-13,214.02069454325613,216.02395620562416,210.89121315624297,213.52236938476562,97862700,AAPL
2024-06-14,213.13367378271622,214.44924427717243,210.59221246372425,211.77822875976562,70122700,AAPL
2024-06-17,212.65527993528355,218.21659070332575,212.0074632920053,215.94422912597656,93728300,AAPL
2024-06-18,216.86113841241473,217.89766325641614,212.28651711595563,213.5721893310547,79943300,AAPL
2024-06-20,213.21339445126264,213.5223688231627,208.1504242370716,208.97763061523438,86172500,AAPL
2024-06-21,209.68527826262047,211.18025387128242,206.4162661482939,206.7949981689453,246421400,AAPL
2024-06-24,207.02420349475855,211.98751777765062,205.89798377862786,207.4427947998047,80727000,AAPL
2024-06-25,208.44940858434205,210.67194975002218,207.91122410230182,208.36968994140625,56713900,AAPL
2024-06-26,210.79155216910215,214.1402980033581,209.9344322470105,212.5356903076172,66213200,AAPL
2024-06-27,213.97087836680484,215.01736433595826,211.63872006367095,213.3828582763672,49772700,AAPL
2024-06-28,215.04724812174294,215.34624626528088,209.5955695452833,209.91448974609375,82542700,AAPL
2024-07-01,211.37956216985054,216.78140506529675,211.2101334408119,216.02395629882812,60402900,AAPL
2024-07-02,215.42595595595571,219.64179766849512,214.3794853085834,219.53216552734375,58046200,AAPL
2024-07-03,219.26306558331447,220.80787658691406,218.29631357753755,220.80787658691406,37369800,AAPL
2024-07-05,220.90754038733803,225.69146503075916,220.90754038733803,225.5818328857422,60412400,AAPL
2024-07-08,226.32931907748747,227.08678305881674,222.50218547217585,227.056884765625,59085900,AAPL
2024-07-09,227.1664984715379,228.631575647805,225.6117264169712,227.9139862060547,48076100,AAPL
2024-07-10,228.53191911989683,232.2992560750062,228.48208356286247,232.1995849609375,62627700,AAPL
2024-07-11,230.61492037011672,231.61157070495582,225.01375035477759,226.80772399902344,64710600,AAPL
2024-07-12,228.1531925563972,231.86073301422448,227.91399100155513,229.76776123046875,53046500,AAPL
2024-07-15,235.68787221439834,236.43535998230433,232.3092281117703,233.61483764648438,62631300,AAPL
2024-07-16,234.21283703260292,235.4785872610991,231.55178236868576,234.033447265625,43234300,AAPL
2024-07-17,228.68140979310064,230.68468664215072,225.88082486496336,228.1133270263672,57345900,AAPL
2024-07-18,229.50863493701104,229.66810263837593,221.52547133243425,223.42906188964844,66034600,AAPL
2024-07-19,224.06694094221692,226.04030439428965,222.53209087352224,223.5586395263672,49151500,AAPL
2024-07-22,226.24959507146193,227.01702011468987,222.34272744507626,223.20982360839844,48201800,AAPL
2024-07-23,223.61843101438217,226.17982967750157,221.93408951337017,224.25628662109375,39960300,AAPL
2024-07-24,223.24965464543004,224.04697788212746,216.40267233593048,217.8079376220703,61777600,AAPL
2024-07-25,218.19665359620475,220.11023564894725,213.9010930254534,216.76148986816406,51391200,AAPL
2024-07-26,217.96741565742542,218.75477790382115,215.2864239407029,217.2299041748047,41601300,AAPL
2024-07-29,216.23326096996,218.5654190781,215.0273073866339,217.50897216796875,36311800,AAPL
2024-07-30,218.45580119769897,219.5919820328496,215.39607720378967,218.06710815429688,41643800,AAPL
2024-07-31,220.6982497488722,223.07028238181744,219.89096542123676,221.3361053466797,50036300,AAPL
2024-08-01,223.618417993468,223.72805013234773,216.29304757526307,217.62855529785156,62501000,AAPL
2024-08-02,218.41592196270943,224.84432899946665,216.98075820790513,219.12355041503906,105568600,AAPL
2024-08-05,198.423121913284,212.7848576409039,195.3434758670593,208.56903076171875,119548600,AAPL
2024-08-06,204.61231506511243,209.28660752946874,200.39648844230862,206.5358428955078,69660500,AAPL
2024-08-07,206.20693999643444,212.92436846093156,205.69865382063958,209.11717224121094,63516400,AAPL
2024-08-08,212.39614722358988,213.4824924067945,208.13048513245963,212.59547424316406,47161100,AAPL
2024-08-09,211.38955402452135,216.05387055494424,211.259984607228,215.51568603515625,42201600,AAPL
2024-08-12,215.59550663031672,219.02793942662467,215.12653755613,217.0522918701172,38028100,AAPL
2024-08-13,218.52904142421028,221.4027217224782,218.52904142421028,220.78408813476562,44155300,AAPL
2024-08-14,220.08562480803565,222.54021400164925,219.21752501736546,221.23309326171875,41960600,AAPL
2024-08-15,224.10676986474735,224.8551228159093,222.27079905335071,224.22650146484375,46414000,AAPL
2024-08-16,223.42826155403992,226.33187474025672,223.15885022096822,225.5535888671875,44340200,AAPL
2024-08-19,225.22429606357244,225.49370737790127,222.55017371179113,225.3939208984375,40687800,AAPL
2024-08-20,225.27420804373648,226.6711275207631,224.95490346311303,226.0125732421875,30299000,AAPL
2024-08-21,226.0225636042008,227.47934890039068,224.55579052395228,225.90281677246094,34765500,AAPL
2024-08-22,227.28974628083643,227.8385414771675,223.4082896744648,224.0369110107422,43695300,AAPL
2024-08-23,225.16444130741013,227.7188169640382,223.83736023691762,226.3418426513672,38677300,AAPL
2024-08-26,226.2620154817008,226.7808777924977,223.39832305195915,226.68109130859375,30602200,AAPL
2024-08-27,225.50369501854036,228.34744239539063,224.39613201364162,227.52923583984375,35934600,AAPL
2024-08-28,227.4194670399241,229.35520907583674,225.18438078371824,225.99261474609375,38052200,AAPL
2024-08-29,229.59470189609323,232.4085012026452,228.37737982242845,229.28536987304688,51906300,AAPL
2024-08-30,229.6844899472923,229.89402024722435,226.98043458769098,228.49710083007812,52990800,AAPL
2024-09-03,228.04809790202157,228.4971066385697,220.68429981162342,222.28079223632812,50190600,AAPL
2024-09-04,221.17322424578342,221.29295584608857,217.0023958735564,220.36500549316406,43840200,AAPL
2024-09-05,221.14329437614535,224.98483044961614,221.03353533260162,221.8916473388672,36615400,AAPL
2024-09-06,223.45818364879955,224.74535922490057,219.2873705935476,220.33506774902344,48423000,AAPL
2024-09-09,220.3350822772696,220.7840910234286,216.23410730849415,220.4248809814453,67180000,AAPL
2024-09-10,218.43922835246784,220.9936039050013,216.25403537150672,219.62661743164062,51591000,AAPL
2024-09-11,220.97367404683663,222.6000841658612,217.41150656335964,222.17103576660156,44587100,AAPL
2024-09-12,222.01138090428717,223.0590781064196,219.33727360197898,222.28079223632812,37498200,AAPL
2024-09-13,223.08899783711732,223.54797910505988,221.42266715079168,222.01136779785156,36766600,AAPL
2024-09-16,216.0644583037111,216.74297289953918,213.4502168549942,215.84495544433594,59357400,AAPL
2024-09-17,215.27619443719672,216.42366284814068,214.02893954474482,216.31390380859375,45519300,AAPL
2024-09-18,217.07224903728172,222.22092099435915,217.06226125375574,220.20535278320312,59894900,AAPL
2024-09-19,224.49591687958383,229.31531179988679,224.1367068474718,228.3673858642578,66781300,AAPL
2024-09-20,229.46496974860833,232.57811312113958,227.12012443578536,227.6988525390625,318679900,AAPL
2024-09-23,226.8407407931877,228.94610768522742,225.31410200503296,225.97265625,54146000,AAPL
2024-09-24,228.14786961487798,228.8463445678705,225.2342838755063,226.8706817626953,43556100,AAPL
2024-09-25,224.43603888049125,226.79085685048213,223.52804884217394,225.8728790283203,42308700,AAPL
2024-09-26,226.80083714120576,227.99819881641105,224.9149883158055,227.02035522460938,36636700,AAPL
2024-09-27,227.9582911728241,229.01596089620384,226.80083496693393,227.2897491455078,34026000,AAPL
2024-09-30,229.5348054854851,232.48831176757812,229.1456625683617,232.48831176757812,54541900,AAPL
2024-10-01,229.0159547825387,229.14565893600417,223.24864947388588,225.71322631835938,63285000,AAPL
2024-10-02,225.3939223013361,226.8706678098605,222.53022998119604,226.28196716308594,32880600,AAPL
2024-10-03,224.64557310138042,226.3119038145279,222.82957789090332,225.17440795898438,34044200,AAPL
2024-10-04,227.39951613756347,227.49930262356304,223.63780617480538,226.30194091796875,37245100,AAPL
2024-10-07,224.0069975750027,225.19438676879486,220.84396072803747,221.2031707763672,39505400,AAPL
2024-10-08,223.80742742544692,225.4837307412941,222.75973024040246,225.27420043945312,31855700,AAPL
2024-10-09,224.73538646570117,229.24546472466872,224.33627096325682,229.03591918945312,33591100,AAPL
2024-10-10,227.279775108536,228.99599906464633,226.67111410985407,228.53700256347656,28183500,AAPL
2024-10-11,228.79644988971887,228.9062089337624,226.84074743911052,227.05029296875,31759200,AAPL
2024-10-14,228.19775690140833,231.22110160659443,228.09798564307096,230.79205322265625,39882100,AAPL
2024-10-15,233.0969778733182,236.9684620133565,231.85969551276995,233.33645629882812,64751400,AAPL
2024-10-16,231.09139869260778,231.61024577942743,229.33525401328018,231.27099609375,34082200,AAPL
2024-10-17,232.9173703418766,233.3364614020046,230.0137723986246,231.6401824951172,32993800,AAPL
2024-10-18,235.66133386929857,235.66133386929857,233.4961010856326,234.4839324951172,46431500,AAPL
2024-10-21,233.9351372634737,236.32987592195377,233.9351372634737,235.96067810058594,36254500,AAPL
2024-10-22,233.376366009758,235.70125104779564,232.08920560922664,235.342041015625,38846600,AAPL
2024-10-23,233.56595129753524,234.62362105235994,227.25982300232985,230.25323486328125,52287000,AAPL
2024-10-24,229.4749437774939,230.31311065070702,227.90839952304313,230.06365966796875,31109500,AAPL
2024-10-25,229.23547896644118,232.7078323586645,229.0658541264054,230.9018096923828,38802300,AAPL
2024-10-28,232.80762499530724,234.21451699403664,232.03931169048735,232.88743591308594,36087100,AAPL
2024-10-29,232.58810476348472,233.815399347975,231.8098189074392,233.15684509277344,35417200,AAPL
2024-10-30,232.09917848988178,232.95729049985403,229.04590082483264,229.59469604492188,47070900,AAPL
2024-10-31,228.83635490362704,229.325284321648,224.8750719925984,225.4138946533203,64370100,AAPL
2024-11-01,220.48474431371312,224.8551305713263,219.78628458026085,222.4204864501953,65276700,AAPL
2024-11-04,220.5046966292777,222.3007315284092,219.2275088130919,221.52244567871094,44944500,AAPL
2024-11-05,221.31291912362707,223.45819152571042,220.65436486265338,222.95928955078125,28111300,AAPL
2024-11-06,222.12113695305962,225.5735453041769,220.7042571772517,222.23089599609375,54561100,AAPL
2024-11-07,224.13670611072257,227.37956894750107,224.0768403097807,226.98043823242188,42137700,AAPL
2024-11-08,226.92049995960826,228.4088689967903,226.16134014604208,226.7107391357422,38328800,AAPL
2024-11-11,224.7528927426808,225.45212091614073,221.25673663335022,223.98373413085938,42005600,AAPL
2024-11-12,224.30339000560164,225.34224111445195,223.11469448970428,223.98373413085938,40398300,AAPL
2024-11-13,223.76397540644066,226.4010754152989,222.5153482196322,224.8727569580078,48566200,AAPL
2024-11-14,224.77287777547028,228.61864039722624,224.7528954725484,227.9693603515625,44923900,AAPL
2024-11-15,226.15134020310103,226.67077335813082,224.023689933323,224.7528839111328,47923700,AAPL
2024-11-18,225.00261496304853,229.4876892234719,224.92270099550518,227.7695770263672,44686000,AAPL
2024-11-19,226.73070634208972,229.90722171238716,226.41106572007726,228.02928161621094,36211800,AAPL
2024-11-20,227.80951934283004,229.67746064503265,225.64190448211673,228.7484893798828,35169600,AAPL
2024-11-21,228.6286329426038,229.90722593821596,225.46211628612434,228.26902770996094,42108300,AAPL
2024-11-22,227.80952873867182,230.46661102927646,227.80952873867182,229.61753845214844,38168300,AAPL
2024-11-25,231.2058026888721,232.99383009111634,229.48769048234254,232.61424255371094,90152800,AAPL
2024-11-26,233.07373841155265,235.31128373473052,233.07373841155265,234.8018341064453,45986200,AAPL
2024-11-27,234.21249554010248,235.43115689965902,233.55321672420507,234.67198181152344,33498400,AAPL
2024-11-29,234.55211454995276,237.5488197625333,233.71304074851764,237.06935119628906,28481400,AAPL
2024-12-02,237.00941446483552,240.52553753151284,236.89953466637493,239.3268585205078,48137100,AAPL
2024-12-03,239.54662188503684,242.49337894569658,238.6376176509325,242.3834991455078,38861000,AAPL
2024-12-04,242.60325739533934,243.84190102311462,240.9850414761411,242.74310302734375,44383900,AAPL
2024-12-05,243.72204013219255,244.2714238935446,241.86408229295347,242.7730712890625,40033900,AAPL
2024-12-06,242.6432183998472,244.3613305629988,241.8141281502541,242.5732879638672,36870600,AAPL
2024-12-09,241.56440918324205,246.96847124510987,241.48449521514058,246.47900390625,44649200,AAPL
2024-12-10,246.61884065291167,247.93739821602466,245.0705399660552,247.4978790283203,36914800,AAPL
2024-12-11,247.68767076725757,250.52454792031958,245.98952569372008,246.2192840576172,45205800,AAPL
2024-12-12,246.61885092340057,248.46682524629017,245.41017310687806,247.68768310546875,32777500,AAPL
2024-12-13,247.54782582286595,249.01619729452798,245.96955931284188,247.85748291015625,33155300,AAPL
2024-12-16,247.71764416028498,251.10392039685559,247.3780059899919,250.7642822265625,51694800,AAPL
2024-12-17,249.80533943156328,253.5512208135588,249.50566587259755,253.20159912109375,51356400,AAPL
2024-12-18,251.88305927654196,254.0007260278641,247.46791553993853,247.77757263183594,56774100,AAPL
2024-12-19,247.22817727073837,251.72323503929724,246.81862390484895,249.51565551757812,60882300,AAPL
2024-12-20,247.76758181309805,254.71994465608725,245.42017186050566,254.21051025390625,147495300,AAPL
2024-12-23,254.49020366493687,255.36922684225433,253.17164603591402,254.98965454101562,40858800,AAPL
2024-12-24,255.2094124344067,257.92641115938613,255.0096198916901,257.91644287109375,23234700,AAPL
2024-12-26,257.90642916266114,259.81433504408284,257.34704665632455,258.7355041503906,27237100,AAPL
2024-12-27,257.54682582842287,258.41589596104086,252.78207543596488,255.30929565429688,42355300,AAPL
2024-12-30,251.95298524244893,253.22159473829512,250.47461491371794,251.9230194091797,35557500,AAPL
2024-12-31,252.16275955239965,253.00183336212825,249.15605553782555,250.1449737548828,39480700,AAPL
2025-01-02,248.65660659999048,248.826433311358,241.55442975303322,243.5821990966797,55740700,AAPL
2025-01-03,243.0927276611328,243.91181916074598,241.624340886356,243.0927276611328,40244100,AAPL
2025-01-06,244.04168187374515,247.05836939894766,242.93290033169586,244.73092651367188,45045600,AAPL
2025-01-07,242.71314361950866,245.28032844029428,241.08494412707995,241.94400024414062,40856000,AAPL
2025-01-08,241.65429905026372,243.44234164075266,239.78635773622742,242.43344116210938,37628900,AAPL
2025-01-10,239.7463920626497,239.8962364632009,232.74409661721964,236.58987426757812,61710900,AAPL
2025-01-13,233.27352322575203,234.41227060505477,229.46771001708314,234.14256286621094,49630700,AAPL
2025-01-14,234.49217517741417,235.8606656353981,232.21468051006943,233.02378845214844,39435300,AAPL
2025-01-15,234.38230107288462,238.6975638581554,234.17252500331003,237.60874938964844,39832000,AAPL
2025-01-16,237.089336348529,237.74859991927732,227.7795647267042,228.00930786132812,71759100,AAPL
2025-01-17,231.86506609768284,232.03487756376998,228.22906438809179,229.7274169921875,68488300,AAPL
2025-01-21,223.75398423747347,224.17352112887505,219.13906319002535,222.39547729492188,98070400,AAPL
2025-01-22,219.54859611049605,223.87384226456615,219.54859611049605,223.58416748046875,64126500,AAPL
2025-01-23,224.493183388126,226.78066167492807,222.05586069453574,223.41436767578125,60234800,AAPL
2025-01-24,224.53312753788666,225.38220009721186,221.16683361690275,222.5353240966797,54697900,AAPL
2025-01-27,223.77396171163917,231.89502211760887,223.73399710835045,229.6075439453125,94863400,AAPL
2025-01-28,230.59647127201654,239.9262098046868,230.55650666713984,237.99832153320312,75707600,AAPL
2025-01-29,233.86287156365174,239.5965730646729,233.75299176206667,239.0971221923828,45486100,AAPL
2025-01-30,238.40787147181928,240.52553823889048,236.94948349745044,237.3290557861328,55658300,AAPL
2025-01-31,246.91852728753366,246.91852728753366,233.18362815459494,235.74081420898438,101075100,AAPL
2025-02-03,229.73741895869952,231.5753945205246,225.45212191586603,227.75958251953125,73063300,AAPL
2025-02-04,227.00041910872287,232.87396618357337,226.40107197135944,232.54432678222656,45067300,AAPL
2025-02-05,228.27901582634638,232.4144684638066,228.0193068583431,232.21469116210938,39620300,AAPL
2025-02-06,231.0359788855247,233.54323203112875,230.17692277145878,232.9638671875,29925300,AAPL
2025-02-07,232.3445476829273,233.74300400322835,227.0104008794231,227.3800048828125,39707200,AAPL
2025-02-10,229.57000732421875,230.58999633789062,227.1999969482422,227.64999389648438,33115600,AAPL
2025-02-11,228.1999969482422,235.22999572753906,228.1300048828125,232.6199951171875,53718400,AAPL
2025-02-12,231.1999969482422,236.9600067138672,230.67999267578125,236.8699951171875,45243300,AAPL
2025-02-13,236.91000366210938,242.33999633789062,235.57000732421875,241.52999877929688,53614100,AAPL
2025-02-14,241.25,245.5500030517578,240.99000549316406,244.60000610351562,40896200,AAPL
2025-02-18,244.14999389648438,245.17999267578125,241.83999633789062,244.47000122070312,48822500,AAPL
2025-02-19,244.66000366210938,246.00999450683594,243.16000366210938,244.8699951171875,32204200,AAPL
2025-02-20,244.94000244140625,246.77999877929688,244.2899932861328,245.8300018310547,32316900,AAPL
2025-02-21,245.9499969482422,248.69000244140625,245.22000122070312,245.5500030517578,53197400,AAPL
2025-02-24,244.92999267578125,248.86000061035156,244.4199981689453,247.10000610351562,51326400,AAPL
2025-02-25,248.0,250.0,244.91000366210938,247.0399932861328,48013300,AAPL
2025-02-26,244.3300018310547,244.97999572753906,239.1300048828125,240.36000061035156,44433600,AAPL
2025-02-27,239.41000366210938,242.4600067138672,237.05999755859375,237.3000030517578,41153600,AAPL
2025-02-28,236.9499969482422,242.08999633789062,230.1999969482422,241.83999633789062,56833400,AAPL
2025-03-03,241.7899932861328,244.02999877929688,236.11000061035156,238.02999877929688,47184000,AAPL
